,file_path,results
0,/home/vic-kang/cmd3/dataset/audio/2015/dCTd1XHbliU.wav,"{'preds': [6, 7, 73], 'preds_f': 2, 'target': 2}"
1,/home/vic-kang/cmd3/dataset/audio/2011/ECDGpYuMRDA.wav,"{'preds': [13, 6, 108], 'preds_f': 2, 'target': 2}"
2,/home/vic-kang/cmd3/dataset/audio/2011/tOZTZP_qzC0.wav,"{'preds': [10, 8, 113], 'preds_f': 2, 'target': 2}"
3,/home/vic-kang/cmd3/dataset/audio/2015/G7Mvs5Ic8us.wav,"{'preds': [13, 0, 124], 'preds_f': 2, 'target': 2}"
4,/home/vic-kang/cmd3/dataset/audio/2017/GC9MkHzTnRg.wav,"{'preds': [12, 18, 167], 'preds_f': 2, 'target': 2}"
5,/home/vic-kang/cmd3/dataset/audio/2015/VkUKAtzE0r0.wav,"{'preds': [13, 15, 127], 'preds_f': 2, 'target': 2}"
6,/home/vic-kang/cmd3/dataset/audio/2011/DQYjgqnTmJ8.wav,"{'preds': [10, 32, 83], 'preds_f': 2, 'target': 2}"
7,/home/vic-kang/cmd3/dataset/audio/2015/G2mYFXmFQPw.wav,"{'preds': [5, 6, 116], 'preds_f': 2, 'target': 2}"
8,/home/vic-kang/cmd3/dataset/audio/2011/zU3Hs36FIrw.wav,"{'preds': [3, 39, 150], 'preds_f': 2, 'target': 2}"
9,/home/vic-kang/cmd3/dataset/audio/2015/0niEZsahtEo.wav,"{'preds': [23, 0, 84], 'preds_f': 2, 'target': 2}"
10,/home/vic-kang/cmd3/dataset/audio/2017/sR0wCC271s4.wav,"{'preds': [9, 1, 114], 'preds_f': 2, 'target': 2}"
11,/home/vic-kang/cmd3/dataset/audio/2017/hOB4Qm1IiOY.wav,"{'preds': [7, 6, 131], 'preds_f': 2, 'target': 2}"
12,/home/vic-kang/cmd3/dataset/audio/2015/dGmuICb8a7Y.wav,"{'preds': [7, 41, 175], 'preds_f': 2, 'target': 2}"
13,/home/vic-kang/cmd3/dataset/audio/2011/GmslKQBmdzg.wav,"{'preds': [4, 88, 40], 'preds_f': 1, 'target': 2}"
14,/home/vic-kang/cmd3/dataset/audio/2011/qW7Nq2UBlbk.wav,"{'preds': [6, 19, 78], 'preds_f': 2, 'target': 2}"
15,/home/vic-kang/cmd3/dataset/audio/2011/_6dtasEqpLM.wav,"{'preds': [16, 38, 114], 'preds_f': 2, 'target': 2}"
16,/home/vic-kang/cmd3/dataset/audio/2013/snTaSJk0n_Y.wav,"{'preds': [15, 10, 108], 'preds_f': 2, 'target': 2}"
17,/home/vic-kang/cmd3/dataset/audio/2011/CccXBzfhDVA.wav,"{'preds': [13, 2, 75], 'preds_f': 2, 'target': 2}"
