,file_path,results
0,/home/vic-kang/cmd3/dataset/video_jpg/2011/DQYjgqnTmJ8,"{'preds': [62, 0, 63], 'preds_f': 2, 'target': 2}"
1,/home/vic-kang/cmd3/dataset/video_jpg/2015/L3vbfkRB6gQ,"{'preds': [53, 32, 59], 'preds_f': 2, 'target': 1}"
2,/home/vic-kang/cmd3/dataset/video_jpg/2013/J67wKhddWu4,"{'preds': [132, 0, 0], 'preds_f': 0, 'target': 0}"
3,/home/vic-kang/cmd3/dataset/video_jpg/2017/Zti44ptZTrc,"{'preds': [179, 0, 0], 'preds_f': 0, 'target': 2}"
4,/home/vic-kang/cmd3/dataset/video_jpg/2017/gM8trQSURdg,"{'preds': [178, 0, 0], 'preds_f': 0, 'target': 2}"
5,/home/vic-kang/cmd3/dataset/video_jpg/2011/dpBTugwEdaQ,"{'preds': [0, 132, 0], 'preds_f': 1, 'target': 1}"
6,/home/vic-kang/cmd3/dataset/video_jpg/2011/zU3Hs36FIrw,"{'preds': [0, 2, 190], 'preds_f': 2, 'target': 2}"
7,/home/vic-kang/cmd3/dataset/video_jpg/2011/pbmU2wMnuI4,"{'preds': [3, 9, 146], 'preds_f': 2, 'target': 2}"
8,/home/vic-kang/cmd3/dataset/video_jpg/2013/snTaSJk0n_Y,"{'preds': [132, 0, 1], 'preds_f': 0, 'target': 0}"
9,/home/vic-kang/cmd3/dataset/video_jpg/2013/WI5B7jLWZUc,"{'preds': [111, 0, 0], 'preds_f': 0, 'target': 0}"
10,/home/vic-kang/cmd3/dataset/video_jpg/2011/dXngQtk0BCU,"{'preds': [9, 0, 118], 'preds_f': 2, 'target': 2}"
11,/home/vic-kang/cmd3/dataset/video_jpg/2017/XtduKM28ohU,"{'preds': [149, 0, 11], 'preds_f': 0, 'target': 2}"
12,/home/vic-kang/cmd3/dataset/video_jpg/2011/CccXBzfhDVA,"{'preds': [0, 81, 9], 'preds_f': 1, 'target': 1}"
13,/home/vic-kang/cmd3/dataset/video_jpg/2017/sR0wCC271s4,"{'preds': [123, 0, 1], 'preds_f': 0, 'target': 2}"
14,/home/vic-kang/cmd3/dataset/video_jpg/2015/G7Mvs5Ic8us,"{'preds': [137, 0, 0], 'preds_f': 0, 'target': 0}"
15,/home/vic-kang/cmd3/dataset/video_jpg/2017/f2Hz2k2PcfI,"{'preds': [162, 0, 11], 'preds_f': 0, 'target': 2}"
16,/home/vic-kang/cmd3/dataset/video_jpg/2015/UqLq7sMS2sU,"{'preds': [129, 0, 0], 'preds_f': 0, 'target': 0}"
17,/home/vic-kang/cmd3/dataset/video_jpg/2013/VEB-OoUrNuk,"{'preds': [123, 0, 0], 'preds_f': 0, 'target': 0}"
18,/home/vic-kang/cmd3/dataset/video_jpg/2015/PU4PQ3OJn58,"{'preds': [129, 0, 0], 'preds_f': 0, 'target': 0}"
19,/home/vic-kang/cmd3/dataset/video_jpg/2015/VkUKAtzE0r0,"{'preds': [154, 0, 1], 'preds_f': 0, 'target': 0}"
20,/home/vic-kang/cmd3/dataset/video_jpg/2011/fpiyrd28vfA,"{'preds': [3, 0, 175], 'preds_f': 2, 'target': 2}"
21,/home/vic-kang/cmd3/dataset/video_jpg/2017/GC9MkHzTnRg,"{'preds': [140, 6, 51], 'preds_f': 0, 'target': 2}"
22,/home/vic-kang/cmd3/dataset/video_jpg/2011/ECDGpYuMRDA,"{'preds': [0, 127, 0], 'preds_f': 1, 'target': 1}"
23,/home/vic-kang/cmd3/dataset/video_jpg/2013/231TmvIPzQQ,"{'preds': [126, 0, 0], 'preds_f': 0, 'target': 0}"
24,/home/vic-kang/cmd3/dataset/video_jpg/2015/0niEZsahtEo,"{'preds': [107, 0, 0], 'preds_f': 0, 'target': 0}"
