,file_path,results
0,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/PU4PQ3OJn58.wav,"{'preds': {'0': 67, '1': 12, '2': 55}, 'preds_f': '0', 'target': 0}"
1,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2013/VEB-OoUrNuk.wav,"{'preds': {'0': 36, '1': 26, '2': 66}, 'preds_f': '2', 'target': 0}"
2,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/GC9MkHzTnRg.wav,"{'preds': {'0': 0, '1': 114, '2': 91}, 'preds_f': '1', 'target': 2}"
3,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/2bcSpgxPG0g.wav,"{'preds': {'0': 49, '1': 23, '2': 71}, 'preds_f': '2', 'target': 2}"
4,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/DZFydcYiOtQ.wav,"{'preds': {'0': 17, '1': 99, '2': 17}, 'preds_f': '1', 'target': 1}"
5,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2013/Ymze0Je2Tm0.wav,"{'preds': {'0': 133, '1': 0, '2': 5}, 'preds_f': '0', 'target': 0}"
6,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/VICyZk-XSLA.wav,"{'preds': {'0': 54, '1': 23, '2': 32}, 'preds_f': '0', 'target': 0}"
7,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/tOZTZP_qzC0.wav,"{'preds': {'0': 10, '1': 11, '2': 115}, 'preds_f': '2', 'target': 1}"
8,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/CccXBzfhDVA.wav,"{'preds': {'0': 19, '1': 23, '2': 51}, 'preds_f': '2', 'target': 1}"
9,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/f2Hz2k2PcfI.wav,"{'preds': {'0': 0, '1': 76, '2': 104}, 'preds_f': '2', 'target': 2}"
10,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/_6dtasEqpLM.wav,"{'preds': {'0': 25, '1': 39, '2': 110}, 'preds_f': '2', 'target': 2}"
11,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/BjsuTimPBAM.wav,"{'preds': {'0': 0, '1': 104, '2': 125}, 'preds_f': '2', 'target': 2}"
12,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,"{'preds': {'0': 41, '1': 78, '2': 10}, 'preds_f': '1', 'target': 2}"
13,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/0niEZsahtEo.wav,"{'preds': {'0': 0, '1': 36, '2': 75}, 'preds_f': '2', 'target': 0}"
14,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2013/231TmvIPzQQ.wav,"{'preds': {'0': 85, '1': 6, '2': 40}, 'preds_f': '0', 'target': 0}"
15,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/sthFTs2gWeg.wav,"{'preds': {'0': 21, '1': 14, '2': 96}, 'preds_f': '2', 'target': 1}"
16,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/ECDGpYuMRDA.wav,"{'preds': {'0': 8, '1': 48, '2': 76}, 'preds_f': '2', 'target': 1}"
17,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/zmicfGmQZ9s.wav,"{'preds': {'0': 10, '1': 6, '2': 56}, 'preds_f': '2', 'target': 1}"
18,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/hOB4Qm1IiOY.wav,"{'preds': {'0': 41, '1': 91, '2': 17}, 'preds_f': '1', 'target': 2}"
19,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/XtduKM28ohU.wav,"{'preds': {'0': 14, '1': 127, '2': 25}, 'preds_f': '1', 'target': 2}"
20,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2013/J67wKhddWu4.wav,"{'preds': {'0': 130, '1': 0, '2': 7}, 'preds_f': '0', 'target': 0}"
21,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/75UHGiJjNuw.wav,"{'preds': {'0': 42, '1': 3, '2': 9}, 'preds_f': '0', 'target': 0}"
22,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/DNuzmKc7mq4.wav,"{'preds': {'0': 14, '1': 29, '2': 106}, 'preds_f': '2', 'target': 1}"
23,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2013/WI5B7jLWZUc.wav,"{'preds': {'0': 86, '1': 10, '2': 19}, 'preds_f': '0', 'target': 0}"
24,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/WhyNjvISFac.wav,"{'preds': {'0': 25, '1': 15, '2': 36}, 'preds_f': '2', 'target': 2}"
25,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/dGmuICb8a7Y.wav,"{'preds': {'0': 110, '1': 40, '2': 82}, 'preds_f': '0', 'target': 0}"
26,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/L3vbfkRB6gQ.wav,"{'preds': {'0': 28, '1': 49, '2': 72}, 'preds_f': '2', 'target': 1}"
27,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/GmslKQBmdzg.wav,"{'preds': {'0': 22, '1': 48, '2': 67}, 'preds_f': '2', 'target': 1}"
28,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/G7Mvs5Ic8us.wav,"{'preds': {'0': 25, '1': 84, '2': 33}, 'preds_f': '1', 'target': 0}"
29,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/qW7Nq2UBlbk.wav,"{'preds': {'0': 16, '1': 42, '2': 49}, 'preds_f': '2', 'target': 1}"
30,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/hmF_IO6Aiag.wav,"{'preds': {'0': 2, '1': 78, '2': 55}, 'preds_f': '1', 'target': 1}"
31,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/hLCjV1eOAoA.wav,"{'preds': {'0': 11, '1': 22, '2': 61}, 'preds_f': '2', 'target': 2}"
32,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/pbmU2wMnuI4.wav,"{'preds': {'0': 15, '1': 49, '2': 100}, 'preds_f': '2', 'target': 2}"
33,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/DQYjgqnTmJ8.wav,"{'preds': {'0': 51, '1': 46, '2': 33}, 'preds_f': '0', 'target': 2}"
34,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/dCTd1XHbliU.wav,"{'preds': {'0': 12, '1': 51, '2': 26}, 'preds_f': '1', 'target': 1}"
35,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/fpiyrd28vfA.wav,"{'preds': {'0': 14, '1': 18, '2': 153}, 'preds_f': '2', 'target': 2}"
36,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/dXngQtk0BCU.wav,"{'preds': {'0': 21, '1': 26, '2': 85}, 'preds_f': '2', 'target': 2}"
37,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/KsimmeikE7w.wav,"{'preds': {'0': 1, '1': 56, '2': 78}, 'preds_f': '2', 'target': 2}"
38,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/UHPq25mUJwk.wav,"{'preds': {'0': 59, '1': 15, '2': 66}, 'preds_f': '2', 'target': 0}"
39,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/AApQkNSViGg.wav,"{'preds': {'0': 52, '1': 43, '2': 26}, 'preds_f': '0', 'target': 0}"
40,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2013/PSofqNSuVy8.wav,"{'preds': {'0': 109, '1': 0, '2': 25}, 'preds_f': '0', 'target': 0}"
41,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2011/_r8MRCkHY54.wav,"{'preds': {'0': 34, '1': 50, '2': 83}, 'preds_f': '2', 'target': 1}"
42,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/G2mYFXmFQPw.wav,"{'preds': {'0': 64, '1': 35, '2': 33}, 'preds_f': '0', 'target': 0}"
43,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2015/UqLq7sMS2sU.wav,"{'preds': {'0': 39, '1': 50, '2': 45}, 'preds_f': '1', 'target': 0}"
