,start_time,file_path,targets,preds
0,0.0,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
1,0.96,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
2,1.92,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
3,2.88,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
4,3.84,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
5,4.8,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
6,5.76,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
7,6.72,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
8,7.68,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
9,8.64,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
10,9.6,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
11,10.56,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
12,11.52,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
13,12.48,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
14,13.44,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
15,14.4,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
16,15.36,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
17,16.32,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
18,17.28,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
19,18.24,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
20,19.2,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
21,20.16,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
22,21.12,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
23,22.08,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
24,23.04,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
25,24.0,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
26,24.96,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
27,25.92,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
28,26.88,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
29,27.84,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
30,28.8,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
31,29.76,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
32,30.72,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
33,31.68,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
34,32.64,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
35,33.6,/home/vic-kang/cmd3/cmd3_audio/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
