,file_path,results
0,/home/vic-kang/cmd3/dataset/audio/2013/snTaSJk0n_Y.wav,"{'preds': {'0': 59, '1': 38, '2': 36}, 'preds_f': '0', 'target': 0}"
1,/home/vic-kang/cmd3/dataset/audio/2015/G2mYFXmFQPw.wav,"{'preds': {'0': 50, '1': 3, '2': 74}, 'preds_f': '2', 'target': 0}"
2,/home/vic-kang/cmd3/dataset/audio/2017/f2Hz2k2PcfI.wav,"{'preds': {'0': 0, '1': 30, '2': 143}, 'preds_f': '2', 'target': 2}"
3,/home/vic-kang/cmd3/dataset/audio/2017/KsimmeikE7w.wav,"{'preds': {'0': 0, '1': 21, '2': 109}, 'preds_f': '2', 'target': 2}"
4,/home/vic-kang/cmd3/dataset/audio/2013/WI5B7jLWZUc.wav,"{'preds': {'0': 61, '1': 0, '2': 50}, 'preds_f': '0', 'target': 0}"
5,/home/vic-kang/cmd3/dataset/audio/2015/VkUKAtzE0r0.wav,"{'preds': {'0': 131, '1': 6, '2': 18}, 'preds_f': '0', 'target': 0}"
6,/home/vic-kang/cmd3/dataset/audio/2013/PSofqNSuVy8.wav,"{'preds': {'0': 77, '1': 0, '2': 52}, 'preds_f': '0', 'target': 0}"
7,/home/vic-kang/cmd3/dataset/audio/2011/fpiyrd28vfA.wav,"{'preds': {'0': 15, '1': 3, '2': 160}, 'preds_f': '2', 'target': 2}"
8,/home/vic-kang/cmd3/dataset/audio/2011/zmicfGmQZ9s.wav,"{'preds': {'0': 10, '1': 3, '2': 57}, 'preds_f': '2', 'target': 1}"
9,/home/vic-kang/cmd3/dataset/audio/2011/hLCjV1eOAoA.wav,"{'preds': {'0': 8, '1': 3, '2': 80}, 'preds_f': '2', 'target': 2}"
10,/home/vic-kang/cmd3/dataset/audio/2017/hOB4Qm1IiOY.wav,"{'preds': {'0': 2, '1': 59, '2': 83}, 'preds_f': '2', 'target': 2}"
11,/home/vic-kang/cmd3/dataset/audio/2015/PU4PQ3OJn58.wav,"{'preds': {'0': 46, '1': 5, '2': 78}, 'preds_f': '2', 'target': 0}"
12,/home/vic-kang/cmd3/dataset/audio/2013/231TmvIPzQQ.wav,"{'preds': {'0': 49, '1': 5, '2': 72}, 'preds_f': '2', 'target': 0}"
13,/home/vic-kang/cmd3/dataset/audio/2011/CccXBzfhDVA.wav,"{'preds': {'0': 20, '1': 18, '2': 52}, 'preds_f': '2', 'target': 1}"
14,/home/vic-kang/cmd3/dataset/audio/2011/sthFTs2gWeg.wav,"{'preds': {'0': 15, '1': 1, '2': 110}, 'preds_f': '2', 'target': 1}"
15,/home/vic-kang/cmd3/dataset/audio/2015/hmF_IO6Aiag.wav,"{'preds': {'0': 2, '1': 51, '2': 77}, 'preds_f': '2', 'target': 1}"
16,/home/vic-kang/cmd3/dataset/audio/2013/J67wKhddWu4.wav,"{'preds': {'0': 125, '1': 0, '2': 7}, 'preds_f': '0', 'target': 0}"
17,/home/vic-kang/cmd3/dataset/audio/2015/dCTd1XHbliU.wav,"{'preds': {'0': 13, '1': 12, '2': 61}, 'preds_f': '2', 'target': 1}"
18,/home/vic-kang/cmd3/dataset/audio/2017/GC9MkHzTnRg.wav,"{'preds': {'0': 0, '1': 51, '2': 146}, 'preds_f': '2', 'target': 2}"
19,/home/vic-kang/cmd3/dataset/audio/2011/DQYjgqnTmJ8.wav,"{'preds': {'0': 52, '1': 4, '2': 69}, 'preds_f': '2', 'target': 2}"
20,/home/vic-kang/cmd3/dataset/audio/2011/pbmU2wMnuI4.wav,"{'preds': {'0': 22, '1': 23, '2': 113}, 'preds_f': '2', 'target': 2}"
21,/home/vic-kang/cmd3/dataset/audio/2015/UqLq7sMS2sU.wav,"{'preds': {'0': 17, '1': 8, '2': 104}, 'preds_f': '2', 'target': 0}"
22,/home/vic-kang/cmd3/dataset/audio/2011/tOZTZP_qzC0.wav,"{'preds': {'0': 7, '1': 3, '2': 121}, 'preds_f': '2', 'target': 1}"
23,/home/vic-kang/cmd3/dataset/audio/2017/Zti44ptZTrc.wav,"{'preds': {'0': 5, '1': 19, '2': 155}, 'preds_f': '2', 'target': 2}"
24,/home/vic-kang/cmd3/dataset/audio/2015/dGmuICb8a7Y.wav,"{'preds': {'0': 129, '1': 9, '2': 85}, 'preds_f': '0', 'target': 0}"
25,/home/vic-kang/cmd3/dataset/audio/2011/GmslKQBmdzg.wav,"{'preds': {'0': 19, '1': 37, '2': 76}, 'preds_f': '2', 'target': 1}"
26,/home/vic-kang/cmd3/dataset/audio/2015/DZFydcYiOtQ.wav,"{'preds': {'0': 27, '1': 84, '2': 17}, 'preds_f': '1', 'target': 1}"
27,/home/vic-kang/cmd3/dataset/audio/2011/2bcSpgxPG0g.wav,"{'preds': {'0': 29, '1': 32, '2': 77}, 'preds_f': '2', 'target': 2}"
28,/home/vic-kang/cmd3/dataset/audio/2015/AApQkNSViGg.wav,"{'preds': {'0': 71, '1': 1, '2': 45}, 'preds_f': '0', 'target': 0}"
29,/home/vic-kang/cmd3/dataset/audio/2011/_SwvSu3jxAA.wav,"{'preds': {'0': 2, '1': 2, '2': 110}, 'preds_f': '2', 'target': 2}"
30,/home/vic-kang/cmd3/dataset/audio/2015/75UHGiJjNuw.wav,"{'preds': {'0': 26, '1': 0, '2': 26}, 'preds_f': '0', 'target': 0}"
31,/home/vic-kang/cmd3/dataset/audio/2015/DNuzmKc7mq4.wav,"{'preds': {'0': 22, '1': 17, '2': 105}, 'preds_f': '2', 'target': 1}"
32,/home/vic-kang/cmd3/dataset/audio/2011/WhyNjvISFac.wav,"{'preds': {'0': 15, '1': 13, '2': 45}, 'preds_f': '2', 'target': 2}"
33,/home/vic-kang/cmd3/dataset/audio/2015/G7Mvs5Ic8us.wav,"{'preds': {'0': 25, '1': 35, '2': 77}, 'preds_f': '2', 'target': 0}"
34,/home/vic-kang/cmd3/dataset/audio/2015/0niEZsahtEo.wav,"{'preds': {'0': 2, '1': 92, '2': 13}, 'preds_f': '1', 'target': 0}"
35,/home/vic-kang/cmd3/dataset/audio/2011/qW7Nq2UBlbk.wav,"{'preds': {'0': 3, '1': 12, '2': 88}, 'preds_f': '2', 'target': 1}"
36,/home/vic-kang/cmd3/dataset/audio/2015/VICyZk-XSLA.wav,"{'preds': {'0': 42, '1': 4, '2': 59}, 'preds_f': '2', 'target': 0}"
37,/home/vic-kang/cmd3/dataset/audio/2011/dXngQtk0BCU.wav,"{'preds': {'0': 30, '1': 6, '2': 91}, 'preds_f': '2', 'target': 2}"
38,/home/vic-kang/cmd3/dataset/audio/2011/zU3Hs36FIrw.wav,"{'preds': {'0': 11, '1': 17, '2': 164}, 'preds_f': '2', 'target': 2}"
39,/home/vic-kang/cmd3/dataset/audio/2011/_6dtasEqpLM.wav,"{'preds': {'0': 17, '1': 15, '2': 136}, 'preds_f': '2', 'target': 2}"
