,file_path,results
0,/home/vic-kang/cmd3/dataset/video_jpg/2015/L3vbfkRB6gQ,"{'preds': [28, 32, 84], 'preds_f': 2, 'target': 1}"
1,/home/vic-kang/cmd3/dataset/video_jpg/2015/dCTd1XHbliU,"{'preds': [15, 20, 51], 'preds_f': 2, 'target': 1}"
2,/home/vic-kang/cmd3/dataset/video_jpg/2015/UqLq7sMS2sU,"{'preds': [124, 1, 4], 'preds_f': 0, 'target': 0}"
3,/home/vic-kang/cmd3/dataset/video_jpg/2011/sthFTs2gWeg,"{'preds': [0, 110, 16], 'preds_f': 1, 'target': 1}"
4,/home/vic-kang/cmd3/dataset/video_jpg/2013/mzddAYYDZkk,"{'preds': [129, 0, 0], 'preds_f': 0, 'target': 0}"
5,/home/vic-kang/cmd3/dataset/video_jpg/2011/WhyNjvISFac,"{'preds': [9, 10, 54], 'preds_f': 2, 'target': 2}"
6,/home/vic-kang/cmd3/dataset/video_jpg/2013/VEB-OoUrNuk,"{'preds': [123, 0, 0], 'preds_f': 0, 'target': 0}"
7,/home/vic-kang/cmd3/dataset/video_jpg/2011/_6dtasEqpLM,"{'preds': [33, 18, 117], 'preds_f': 2, 'target': 2}"
8,/home/vic-kang/cmd3/dataset/video_jpg/2011/zmicfGmQZ9s,"{'preds': [10, 50, 10], 'preds_f': 1, 'target': 1}"
9,/home/vic-kang/cmd3/dataset/video_jpg/2015/dGmuICb8a7Y,"{'preds': [223, 0, 0], 'preds_f': 0, 'target': 0}"
10,/home/vic-kang/cmd3/dataset/video_jpg/2011/dXngQtk0BCU,"{'preds': [33, 2, 92], 'preds_f': 2, 'target': 2}"
11,/home/vic-kang/cmd3/dataset/video_jpg/2011/pbmU2wMnuI4,"{'preds': [8, 10, 140], 'preds_f': 2, 'target': 2}"
12,/home/vic-kang/cmd3/dataset/video_jpg/2011/tOZTZP_qzC0,"{'preds': [2, 108, 21], 'preds_f': 1, 'target': 1}"
13,/home/vic-kang/cmd3/dataset/video_jpg/2015/0niEZsahtEo,"{'preds': [107, 0, 0], 'preds_f': 0, 'target': 0}"
14,/home/vic-kang/cmd3/dataset/video_jpg/2011/zU3Hs36FIrw,"{'preds': [8, 26, 158], 'preds_f': 2, 'target': 2}"
15,/home/vic-kang/cmd3/dataset/video_jpg/2013/snTaSJk0n_Y,"{'preds': [131, 1, 1], 'preds_f': 0, 'target': 0}"
16,/home/vic-kang/cmd3/dataset/video_jpg/2015/VICyZk-XSLA,"{'preds': [105, 0, 0], 'preds_f': 0, 'target': 0}"
17,/home/vic-kang/cmd3/dataset/video_jpg/2011/CccXBzfhDVA,"{'preds': [5, 52, 33], 'preds_f': 1, 'target': 1}"
18,/home/vic-kang/cmd3/dataset/video_jpg/2015/UHPq25mUJwk,"{'preds': [135, 0, 0], 'preds_f': 0, 'target': 0}"
19,/home/vic-kang/cmd3/dataset/video_jpg/2015/DNuzmKc7mq4,"{'preds': [2, 61, 81], 'preds_f': 2, 'target': 1}"
