,start_time,file_path,targets,preds
0,0,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
1,1,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
2,2,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
3,3,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
4,4,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
5,5,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
6,6,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
7,7,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
8,8,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
9,9,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
10,10,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
11,11,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
12,12,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
13,13,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
14,14,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
15,15,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
16,16,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
17,17,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
18,18,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
19,19,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
20,20,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
21,21,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
22,22,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
23,23,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
