,start_time,file_path,targets,preds
0,0,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
1,1,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
2,2,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
3,3,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
4,4,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
5,5,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
6,6,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
7,7,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
8,8,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
9,9,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
10,10,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
11,11,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
12,12,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
13,13,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
14,14,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
15,15,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
16,16,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
17,17,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
18,18,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
19,19,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
20,20,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
21,21,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
22,22,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
23,23,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
24,24,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
25,25,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
26,26,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
27,27,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
28,28,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
29,29,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
30,30,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
31,31,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
32,32,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
33,33,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
34,34,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
35,35,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
36,36,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
37,37,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
38,38,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
39,39,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
40,40,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
41,41,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
42,42,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
43,43,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
44,44,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
45,45,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
46,46,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
47,47,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
48,48,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
49,49,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
50,50,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
51,51,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
52,52,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
53,53,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
54,54,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
55,55,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
56,56,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
57,57,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
58,58,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
59,59,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
60,60,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
61,61,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
62,62,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
63,63,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
64,64,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
65,65,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
66,66,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
67,67,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
68,68,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
69,69,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
70,70,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
71,71,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
72,72,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
73,73,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
74,74,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
75,75,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
76,76,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
77,77,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
78,78,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
79,79,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
80,80,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
81,81,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
82,82,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
83,83,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
84,84,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
85,85,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
86,86,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
87,87,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
88,88,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
89,89,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
90,90,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,0
91,91,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
92,92,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
93,93,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
94,94,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
95,95,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
96,96,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
97,97,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
98,98,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
99,99,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
100,100,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
101,101,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
102,102,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
103,103,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
104,104,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
105,105,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
106,106,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
107,107,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
108,108,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
109,109,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
110,110,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
111,111,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
112,112,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
113,113,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
114,114,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
115,115,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
116,116,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
117,117,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
118,118,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
119,119,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
120,120,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,2
121,121,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
122,122,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
123,123,/home/vic-kang/cmd3/dataset/audio/2017/ZLjp7ahdbWc.wav,2,1
124,0,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
125,1,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
126,2,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
127,3,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
128,4,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
129,5,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
130,6,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
131,7,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
132,8,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
133,9,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
134,10,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
135,11,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
136,12,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
137,13,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
138,14,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
139,15,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
140,16,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
141,17,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
142,18,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
143,19,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
144,20,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
145,21,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
146,22,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
147,23,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
148,24,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
149,25,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
150,26,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
151,27,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
152,28,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
153,29,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
154,30,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
155,31,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
156,32,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
157,33,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
158,34,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
159,35,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
160,36,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
161,37,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
162,38,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
163,39,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
164,40,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
165,41,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
166,42,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
167,43,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
168,44,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
169,45,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
170,46,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
171,47,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
172,48,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
173,49,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
174,50,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
175,51,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
176,52,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
177,53,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
178,54,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
179,55,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
180,56,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
181,57,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
182,58,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
183,59,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
184,60,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
185,61,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
186,62,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
187,63,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
188,64,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
189,65,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
190,66,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
191,67,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
192,68,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,1
193,69,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
194,70,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
195,71,/home/vic-kang/cmd3/dataset/audio/2017/XtduKM28ohU.wav,2,2
