,file_path,targets,preds
0,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_069,2,2
1,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_045,2,2
2,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_029,2,2
3,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_122,2,2
4,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_055,2,2
5,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_090,2,2
6,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_116,2,2
7,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_086,2,2
8,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_113,2,2
9,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_104,2,2
10,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_091,2,2
11,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_118,2,2
12,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_078,2,2
13,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_087,2,2
14,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_081,2,2
15,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_097,2,2
16,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_080,2,2
17,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_109,2,2
18,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_010,2,2
19,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_105,2,2
20,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_077,2,2
21,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_048,2,2
22,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_004,2,2
23,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_074,2,2
24,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_047,2,2
25,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_026,2,2
26,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_001,2,2
27,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_111,2,2
28,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_050,2,2
29,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_103,2,2
30,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_117,2,2
31,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_094,2,2
32,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_019,2,2
33,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_121,2,2
34,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_007,2,2
35,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_082,2,2
36,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_034,2,2
37,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_002,2,2
38,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_025,2,2
39,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_106,2,2
40,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_040,2,2
41,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_011,2,2
42,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_089,2,2
43,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_036,2,2
44,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_062,2,2
45,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_100,2,2
46,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_092,2,2
47,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_014,2,2
48,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_003,2,2
49,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_009,2,2
50,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_041,2,2
51,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_076,2,2
52,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_061,2,2
53,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_054,2,2
54,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_051,2,2
55,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_101,2,2
56,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_056,2,2
57,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_120,2,2
58,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_068,2,2
59,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_028,2,2
60,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_093,2,2
61,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_008,2,2
62,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_085,2,2
63,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_095,2,2
64,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_021,2,2
65,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_112,2,2
66,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_099,2,2
67,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_049,2,2
68,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_027,2,2
69,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_017,2,2
70,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_115,2,2
71,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_107,2,2
72,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_098,2,2
73,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_066,2,2
74,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_053,2,2
75,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_058,2,2
76,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_064,2,2
77,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_057,2,2
78,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_060,2,2
79,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_119,2,2
80,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_042,2,2
81,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_005,2,2
82,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_038,2,2
83,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_033,2,2
84,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_073,2,2
85,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_072,2,2
86,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_096,2,2
87,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_059,2,2
88,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_012,2,2
89,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_015,2,2
90,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_006,2,2
91,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_070,2,2
92,/home/vic-kang/cmd3/dataset/video_jpg/2017/ZLjp7ahdbWc/clip_083,2,2
